lgo_ratio,hgo_ratio,lco_ratio,kero_ratio,biodiesel_ratio,density_15c,n_paraffin_c10_c15,n_paraffin_c16_c20,n_paraffin_c21_plus,aromatic_content,sulfur_ppm,cetane_index,wafi_type,wafi_ppm,season,tank_history_flag,cfpp,cp,pp,target_cfpp,decision,decision_noisy
0.743033045,0.152703056,0.048170352,0.026093548,0.03,838.2506473,11.23464182,9.509493621,1.801820448,21.15142551,7.469248509,51.35414346,B,462.5732379,deep_winter,recent_change,-23.2131986,-18.3194546,-16.08413062,-23,caution,caution
0.712531469,0.046620509,0.183358502,0.02748952,0.03,841.1126692,9.863800005,9.14513786,1.201521919,24.25266615,8.041634227,47.91736115,B,312.2341033,winter,recent_change,-22.50055986,-19.69938551,-14.00543154,-18,caution,caution
0.714991058,0.087755215,0.116828935,0.050424791,0.03,841.1297708,9.988886219,9.615247702,1.925082019,25.98557792,6.09644161,47.30393939,A,407.1163032,deep_winter,recent_change,-20.55595694,-15.87124946,-14.25311447,-23,risk,risk
0.742979007,0.052888874,0.104442607,0.069689512,0.03,835.2307143,10.00168389,9.72383821,1.899238277,21.57457043,5.141241836,49.70752569,C,112.680386,winter,recent_change,-17.58706416,-13.59539185,-10.98183786,-18,risk,risk
0.523774609,0.214920734,0.148009444,0.083295213,0.03,841.3980677,8.976967977,8.689677402,2.137569899,27.10243644,9.793106302,46.74452072,C,300.8661103,deep_winter,mixed,-22.58701493,-17.88231211,-14.60956667,-23,risk,risk
0.700898065,0.165068772,0.020778168,0.083254995,0.03,833.7471024,11.88416723,10.27728962,1.348524737,20.86655054,8.351178273,50.69438604,B,321.8593629,deep_winter,recent_change,-24.6261091,-22.02675549,-16.06130448,-23,caution,caution
0.734855007,0.084587238,0.067637444,0.082920311,0.03,834.8701649,11.30055981,8.551400499,2.389135607,21.92450952,9.994099215,49.88176459,A,256.5865919,winter,clean,-22.46940819,-20.13051944,-14.65106486,-18,normal,normal
0.668554156,0.127419896,0.157087068,0.016938881,0.03,843.5769766,10.28439903,9.300624009,2.44202868,26.85325904,7.016488889,49.3014941,C,324.3051694,deep_winter,recent_change,-15.79457068,-12.15336332,-10.72261687,-23,risk,risk
0.746940264,0.067929703,0.13329835,0.021831683,0.03,839.894576,10.36153551,9.588730666,1.595488515,24.35293163,6.308120459,48.99785214,C,324.0023058,deep_winter,clean,-24.6245415,-22.39097916,-19.03691859,-23,caution,caution
0.736368168,0.078597527,0.14509835,0.009935954,0.03,841.7462871,9.840411455,9.401510155,1.85328199,25.03466459,8.188321137,50.58718416,A,80.28598221,winter,mixed,-11.92125069,-8.399619447,-5.645796218,-18,risk,risk
0.485514161,0.296937688,0.13897065,0.048577501,0.03,843.1623719,8.7045155,9.583625521,2.105630173,26.0928363,8.520276252,46.1664408,C,362.766319,deep_winter,recent_change,-20.94135423,-16.99610406,-15.59569333,-23,risk,risk
0.706472132,0.088715499,0.082795705,0.092016664,0.03,838.0892526,11.35454595,9.372789987,1.98183595,24.33795802,5.48415707,50.43239261,A,332.6945629,deep_winter,recent_change,-22.88515574,-19.31832885,-15.99316031,-23,risk,risk
0.660823417,0.113858638,0.138089706,0.057228239,0.03,841.1479621,12.32535741,9.976698978,2.011579362,24.96311417,5.094761888,49.7687404,B,386.0171499,deep_winter,recent_change,-25.08221315,-21.64591259,-18.70603508,-23,caution,caution
0.562515096,0.153344643,0.180546569,0.073593691,0.03,843.0813318,8.914806233,7.716706756,1.892707751,25.23563972,9.915004831,47.28038101,A,121.5534094,winter,recent_change,-12.4896393,-7.619653859,-4.091007145,-18,risk,risk
0.660971034,0.271955618,0.023338541,0.013734806,0.03,841.2349062,10.05486772,9.162835234,3.043631805,24.24803774,6.034639883,50.6542623,A,149.7382634,winter,mixed,-10.28347105,-5.880681907,-5.096662616,-18,risk,risk
0.643722349,0.261070569,0.030265475,0.034941607,0.03,838.3111375,9.779224163,9.791629063,1.897302654,25.03325461,9.605676455,51.1715987,A,98.51678299,winter,clean,-10.79636407,-6.348847785,-2.687556604,-18,risk,risk
0.542293515,0.281858627,0.138635098,0.00721276,0.03,846.9281963,8.73938561,9.400650384,2.297475721,26.75920267,8.859815801,45.74460585,A,111.1193192,winter,clean,-9.024489383,-5.171041057,-2.735406566,-18,risk,risk
0.732858537,0.13480229,0.067147395,0.035191778,0.03,838.46393,10.07636941,9.083090852,2.63644466,24.26383279,5.815373344,48.66700726,B,280.1944388,winter,recent_change,-22.25595166,-17.61092667,-15.71309042,-18,caution,caution
0.838431422,0.019362883,0.064925566,0.047280129,0.03,833.8455548,11.5267305,8.762693876,1.861678938,22.6324095,5.240821735,51.6182356,B,123.7999117,winter,clean,-24.02155006,-20.21926798,-18.81962932,-18,normal,normal
0.538474177,0.253141951,0.133740468,0.044643403,0.03,843.1926485,9.708705829,8.635045384,2.414673463,25.6252607,9.981604851,48.14974135,B,228.4682189,winter,clean,-22.95386799,-20.87521476,-16.69153064,-18,normal,normal
0.635839631,0.14636362,0.17247327,0.015323479,0.03,846.2634352,9.106998761,9.576177758,2.774754513,24.15208227,8.229742967,49.13930609,A,305.3530024,deep_winter,clean,-15.07568785,-10.08660363,-6.184179824,-23,risk,risk
0.598011767,0.151365296,0.195253262,0.025369674,0.03,846.0842362,9.276171789,9.650194737,1.875967785,27.63810539,7.855162103,46.95171391,B,297.2421003,winter,clean,-17.74934114,-13.87104533,-10.30467553,-18,risk,risk
0.546219293,0.226472242,0.110346222,0.086962243,0.03,839.4416557,10.09303872,8.63301048,2.119662811,24.16132839,6.631142182,48.89287631,B,146.4204938,winter,clean,-22.97671963,-20.27480235,-17.1132392,-18,normal,normal
0.778434146,0.080317834,0.08776507,0.023482949,0.03,839.2062115,10.62733463,9.615192132,1.862966751,23.53441293,6.275939717,50.2004656,C,171.8862193,winter,recent_change,-17.6971083,-13.53653322,-12.1944857,-18,risk,risk
0.667808934,0.209827344,0.001230622,0.091133101,0.03,834.1031551,10.44652627,9.684064378,2.308226449,22.64495805,5.822604838,49.68041977,A,257.3820798,deep_winter,clean,-19.15373073,-15.5976293,-11.60262862,-23,risk,risk
0.464236133,0.292774485,0.129030391,0.083958991,0.03,843.6103308,9.709571017,8.456816407,2.528668807,28.83853122,7.775435639,48.2366293,A,250.8425904,winter,recent_change,-16.15623818,-14.0042822,-8.854900892,-18,risk,risk
0.465163059,0.273806655,0.177334478,0.053695807,0.03,848.7796495,9.478957078,8.598913128,2.908412131,28.36798108,9.598036605,45.22206216,A,51.72363428,winter,clean,-5.181095547,-0.35367132,1.748702575,-18,risk,risk
0.481364727,0.282364248,0.140304977,0.065966049,0.03,847.4524169,9.533040149,9.356091875,2.3157509,26.90649679,8.196335381,45.82341664,B,171.2089009,winter,clean,-19.64919753,-17.17471433,-10.81306977,-18,caution,caution
0.779661724,0.06106215,0.095839454,0.033436672,0.03,836.3940411,10.25763062,6.659541201,1.945832294,26.05363535,5.423901909,49.11826407,A,170.8561607,winter,clean,-20.25213835,-17.55431443,-11.32982606,-18,caution,caution
0.722827609,0.142182971,0.02685249,0.07813693,0.03,832.0425067,11.64492064,9.503341514,1.855283962,21.90366258,8.345338459,50.18403926,B,430.9344544,deep_winter,clean,-26.41461562,-21.70840005,-19.89218575,-23,caution,caution
0.684923668,0.098171963,0.097419113,0.089485256,0.03,836.2253861,11.57670152,8.071542431,2.657989266,26.24443261,9.768436661,48.6796356,C,335.1213887,winter,mixed,-25.11410393,-23.05220096,-18.82534258,-18,caution,caution
0.52953272,0.213012515,0.169493847,0.057960918,0.03,845.2790012,9.381233679,9.179483445,2.639838466,27.39202767,6.026210496,46.97582049,A,185.7811544,winter,clean,-11.56320181,-8.258443821,-4.229404157,-18,risk,risk
0.662822798,0.155104715,0.098963837,0.05310865,0.03,837.8814131,9.43148839,8.345769383,2.659517825,22.41125604,5.445372392,49.82914581,C,308.5816644,deep_winter,clean,-23.26032902,-20.13511517,-15.93747372,-23,caution,caution
0.713689602,0.082263717,0.133875652,0.040171029,0.03,839.1418077,9.88528711,8.865140336,1.514757096,24.4483291,5.379527249,49.70369915,A,127.6867734,winter,mixed,-15.73341122,-10.85998128,-6.949791028,-18,risk,risk
0.773905832,0.078625445,0.060394196,0.057074528,0.03,835.7149708,11.73025231,9.869200872,1.592716181,23.99262204,5.210366867,50.26604461,A,221.991623,winter,recent_change,-20.07253846,-17.41031644,-13.76320599,-18,caution,caution
0.653935679,0.121037841,0.160335209,0.034691271,0.03,846.5407811,10.35767274,9.20345923,2.437247803,25.2885489,5.5077931,45.22342558,A,137.9504192,winter,recent_change,-10.66715368,-6.499380647,-4.418473118,-18,risk,risk
0.538688253,0.271599034,0.089950266,0.069762447,0.03,844.3336456,10.93741105,8.964109885,1.94845063,26.26125612,9.269888626,50.06671252,A,364.9436286,deep_winter,clean,-19.3176573,-14.59312199,-14.23568313,-23,risk,risk
0.715166627,0.171183696,0.037819701,0.045829976,0.03,834.4669024,10.637878,10.22386294,1.359895767,23.4395992,9.065666598,51.08000293,A,381.7638326,deep_winter,recent_change,-20.54700228,-16.08066878,-12.23160498,-23,risk,risk
0.475373033,0.26319254,0.155398321,0.076036107,0.03,841.4487406,9.181868886,7.941232136,2.438569425,26.68274238,8.89906126,49.83847906,A,251.9268274,winter,clean,-13.60532774,-9.402194664,-6.600207059,-18,risk,risk
0.743320995,0.173087977,0.015316477,0.03827455,0.03,833.5202605,10.25480993,10.43699617,1.769438135,21.12760152,5.917883411,51.35071898,A,167.2863535,winter,clean,-15.26144599,-12.43075449,-9.055671583,-18,risk,risk
0.831333666,0.064367358,0.012690552,0.061608424,0.03,830.8407742,10.50529262,9.618945096,1.723299724,23.44966472,6.725584786,52.11752056,C,67.39450646,deep_winter,recent_change,-12.87486994,-10.13589716,-5.458295819,-23,risk,risk
0.554224312,0.191262407,0.132580314,0.091932967,0.03,840.868837,9.955483913,8.374712306,2.418493559,23.46422279,9.782312463,50.13924308,A,107.9121217,winter,recent_change,-14.55907895,-10.33089195,-9.437088635,-18,risk,risk
0.580435023,0.298741038,0.051603981,0.039219958,0.03,839.9120647,9.279301673,9.627242495,2.644433446,24.97783223,6.150247035,50.59787683,B,119.6484748,winter,clean,-16.66792881,-13.48904907,-10.1137862,-18,risk,risk
0.748652353,0.031876164,0.188728127,0.000743357,0.03,842.7433266,10.52613884,8.993843766,1.873465206,26.6199851,5.827012569,47.28942039,A,208.2588181,deep_winter,clean,-14.99875347,-12.74363888,-7.894967547,-23,risk,risk
0.831022886,0.104527225,0.026479026,0.007970862,0.03,835.5544184,11.00623038,9.347245773,2.462897128,23.3276236,8.761457317,49.97832357,none,0.0,winter,recent_change,-2.066255656,0.934886213,6.691988589,-18,risk,risk
0.481011517,0.234686465,0.158531311,0.095770706,0.03,846.2839706,10.5752379,8.936358317,2.476075043,26.43287176,5.04158158,46.6395984,none,0.0,winter,mixed,-1.822244843,1.337189621,4.8618929,-18,risk,risk
0.742666002,0.003018633,0.150179841,0.074135523,0.03,836.207045,12.10859995,7.677541399,2.714940123,25.93583282,5.328789396,48.46180939,none,0.0,deep_winter,clean,-9.770087738,-6.289840511,-3.558433311,-23,risk,risk
0.656343522,0.191950839,0.034243265,0.087462375,0.03,836.1967351,12.53639315,10.50914354,2.554424104,23.44521948,7.435734425,50.09700511,none,0.0,deep_winter,clean,-3.608533348,-0.554920144,4.564211723,-23,risk,risk
0.806850418,0.007465215,0.081630127,0.07405424,0.03,834.8698371,11.33728825,9.026070825,1.867137633,21.90333431,8.041803497,50.73914825,A,125.9065053,winter,clean,-20.05878565,-15.26262188,-12.17907422,-18,caution,caution
0.760531033,0.037096073,0.140880509,0.031492386,0.03,837.7334363,10.38855181,7.943401446,2.184515498,24.91390296,9.033579566,49.54265416,A,116.9160663,winter,clean,-17.56967959,-12.92375244,-11.1699726,-18,risk,risk
0.748814169,0.052592977,0.086060442,0.082532412,0.03,837.6770745,11.46428884,9.012393058,2.053606292,22.79589411,9.405567594,47.95701776,B,349.2445493,winter,recent_change,-28.48795153,-25.57341113,-21.78567997,-18,caution,caution
0.735159194,0.024746762,0.111368367,0.098725677,0.03,836.9790835,11.26194465,8.028794735,2.293775107,23.536251,6.840374236,48.96448509,A,117.5919119,winter,clean,-20.24058532,-17.16072698,-12.39221626,-18,caution,caution
0.530999968,0.255371856,0.096788691,0.086839484,0.03,840.4354855,8.9938829,9.393596792,1.519126483,26.0683827,8.223513736,48.87392118,A,298.2931507,deep_winter,clean,-20.51588414,-17.62162561,-13.12683638,-23,risk,risk
0.442264517,0.265401547,0.176344027,0.085989909,0.03,847.5973569,9.242090955,9.464255152,2.847518904,26.37899169,5.296584841,46.86216884,A,303.9081368,deep_winter,clean,-15.30086152,-12.2166069,-7.525352473,-23,risk,risk
0.755485938,0.040794806,0.089832781,0.083886475,0.03,837.0359998,9.705545925,8.845507553,2.019635487,24.45627865,5.885093957,47.48713383,A,370.2666665,deep_winter,recent_change,-23.7436518,-20.6877232,-18.71524692,-23,caution,caution
0.71145136,0.160099488,0.054096709,0.044352443,0.03,837.299278,9.679102604,8.646268739,2.145163477,23.61623807,9.757057038,47.04801718,A,301.9720087,winter,clean,-22.16077433,-18.12299897,-15.93871017,-18,normal,normal
0.529547723,0.159524713,0.194435473,0.086492091,0.03,845.8025227,10.36378916,8.662086035,1.280097093,28.54241599,7.628048718,46.97219216,A,313.6213182,deep_winter,recent_change,-17.45367579,-13.24392439,-9.235432385,-23,risk,risk
0.697308796,0.049262336,0.137574691,0.085854177,0.03,835.9472639,10.64553361,8.237839971,2.800233005,24.54506269,7.071660306,48.96534353,B,78.19890145,winter,recent_change,-18.77848728,-16.40610594,-12.78299687,-18,caution,caution
0.596820252,0.205235783,0.071457173,0.096486791,0.03,840.0375781,10.31322338,9.023559033,2.252401429,24.0994259,6.340913318,50.21749586,C,50.47225317,winter,mixed,-9.165775989,-6.146069342,-3.611016292,-18,risk,risk
0.536984733,0.200482132,0.135771859,0.096761276,0.03,844.0338995,9.751276628,8.841150242,2.862876277,23.54511013,5.185470591,46.83163563,A,352.3330849,deep_winter,recent_change,-19.6230342,-17.46440632,-11.95363075,-23,risk,risk
0.775616725,0.078016322,0.047862884,0.068504069,0.03,833.5923521,11.10242421,7.530834262,1.900991334,21.04307283,6.702556546,48.95292723,B,379.9945073,deep_winter,mixed,-26.8357059,-22.85494475,-20.52712551,-23,caution,caution
0.805532032,0.038874477,0.054888788,0.070704703,0.03,833.4061017,11.90389313,10.09969314,1.354069024,23.9279129,8.167227006,50.84135477,C,67.01622973,winter,clean,-14.12951501,-10.27808184,-6.548233691,-18,risk,risk
0.800094767,0.026837819,0.093960434,0.04910698,0.03,833.1797753,10.2741175,9.324353346,1.997459275,21.48297612,6.390488728,50.7916954,B,394.6819884,deep_winter,clean,-29.89025979,-26.52492554,-23.68547534,-23,normal,normal
0.625749355,0.243508038,0.09455928,0.006183328,0.03,839.0585248,8.920911663,9.340870454,2.86569046,23.97413999,9.748972593,48.65306064,A,310.0316702,winter,mixed,-14.56514965,-12.55775353,-5.863267733,-18,risk,risk
0.751022251,0.178277363,0.02151722,0.019183167,0.03,834.5867546,10.21380814,8.718591986,2.291287356,22.00601101,8.607750101,49.30376498,C,412.0585811,winter,clean,-23.94647969,-21.09524254,-18.32840033,-18,normal,normal
0.727754014,0.008959498,0.180526799,0.052759688,0.03,843.2021775,11.6476463,8.244376594,1.309412872,27.83066711,7.75096634,47.27886844,B,436.3108528,deep_winter,recent_change,-22.51038204,-18.39248872,-16.09996869,-23,risk,risk
0.603367123,0.187910446,0.168525954,0.010196477,0.03,847.221241,9.314583972,7.681907285,2.687467805,27.57712694,7.23450867,48.0374973,A,68.04786135,deep_winter,recent_change,-5.926776507,-2.883904843,-0.119782489,-23,risk,caution
0.752643438,0.147813063,0.050863089,0.01868041,0.03,838.7745963,8.954007756,8.483464402,1.829559732,23.11096266,9.106210257,49.71755446,B,165.2029784,winter,clean,-22.58659487,-19.35968019,-14.00740868,-18,normal,normal
0.585209125,0.182836857,0.116737143,0.085216875,0.03,839.5572116,10.84880481,9.378805678,2.063916051,24.86536369,9.036316725,48.90513673,A,348.9335028,winter,clean,-22.35170573,-18.14329537,-14.22798299,-18,normal,normal
0.508060187,0.223622691,0.163125442,0.07519168,0.03,842.369616,9.896112066,9.482017133,2.01592914,27.29933509,9.195578392,45.71766582,A,406.5881111,deep_winter,recent_change,-16.51459235,-14.07998459,-9.425366043,-23,risk,risk
0.593238363,0.216294658,0.095246464,0.065220514,0.03,842.8154563,11.05338083,9.307920647,2.791140572,26.02479578,8.371712308,47.87399292,A,322.3988201,winter,clean,-18.65369526,-14.68337506,-13.32546976,-18,caution,caution
0.769824137,0.114419895,0.022544386,0.063211581,0.03,833.416508,11.38204963,10.02314451,1.346849678,21.83992816,6.865481694,52.26586637,A,297.9961435,deep_winter,clean,-22.27649147,-17.55595903,-16.24356629,-23,risk,risk
0.62126983,0.179406621,0.126129017,0.043194532,0.03,841.749234,10.52006651,8.904559219,2.304152693,25.85127091,9.634384345,50.52495019,C,203.4437466,deep_winter,clean,-19.5565677,-16.59238663,-12.56431566,-23,risk,risk
0.743320995,0.173087977,0.015316477,0.03827455,0.03,833.5202605,10.25480993,10.43699617,1.769438135,21.12760152,5.917883411,51.35071898,A,491.2661083,winter,clean,-21.68872321,-16.75741747,-16.66092521,-18,caution,caution
0.737836837,0.17441056,0.01495572,0.042796884,0.03,836.3763153,10.35702091,9.231007564,1.457980941,21.36196833,7.04020538,49.24302146,A,201.0962607,winter,recent_change,-16.88926491,-14.59171621,-11.55853693,-18,risk,risk
0.608936943,0.174698628,0.093183623,0.093180805,0.03,838.2788286,11.21499576,8.038110331,2.357463588,27.84408677,5.685233298,49.24854646,A,490.8859725,winter,clean,-23.87211804,-19.95298637,-18.67457849,-18,normal,normal
0.508410399,0.219430031,0.15037307,0.0917865,0.03,842.3574862,8.236526015,9.548074927,1.897694199,27.66354285,5.884501647,48.4988502,A,261.8618797,winter,clean,-15.21305568,-10.70772023,-8.893455273,-18,risk,risk
0.542172717,0.298492518,0.044988944,0.084345821,0.03,839.4110309,10.63372854,9.030785637,2.352361332,23.29608985,7.279217902,51.01090466,B,465.8958036,deep_winter,recent_change,-23.18946863,-19.28275558,-17.40872737,-23,caution,caution
0.610871582,0.210330303,0.141661462,0.007136653,0.03,846.1812633,9.66673885,10.12032894,2.816240029,27.93218614,8.139737876,47.32751471,C,375.3094641,deep_winter,clean,-22.89417089,-18.12761617,-14.18349099,-23,risk,risk
0.778690047,0.003402472,0.158181357,0.029726123,0.03,838.9266355,9.937904337,9.114190264,1.840858844,25.97209412,9.101199882,48.90769104,C,349.9822483,deep_winter,clean,-20.85388286,-16.46083919,-13.01480137,-23,risk,risk
0.609020941,0.276805094,0.017154663,0.067019302,0.03,836.6799899,9.936409858,10.73185312,2.672734169,23.41242838,6.924642745,49.95311093,A,282.6560113,deep_winter,mixed,-13.68951289,-11.30715912,-7.009551772,-23,risk,risk
0.778135894,0.110779247,0.056701167,0.024383692,0.03,837.8917138,9.180569805,9.473232924,2.395405637,26.65461472,5.185183651,50.77357271,C,260.0507548,winter,recent_change,-21.2860304,-16.54484395,-15.93053301,-18,caution,caution
0.670244528,0.108349149,0.125551564,0.065854758,0.03,840.9813686,9.985178279,9.184164511,2.316787438,25.82197603,8.574979774,48.59474633,A,166.9535067,winter,recent_change,-16.84688692,-14.20353485,-8.599894852,-18,risk,risk
0.804615525,0.094725572,0.010474588,0.060184315,0.03,833.9959252,11.61650087,10.19037265,2.261340029,24.89233148,9.679936459,53.09704754,A,371.4519132,deep_winter,recent_change,-20.51757147,-17.57381741,-13.62557054,-23,risk,risk
0.544675784,0.267024188,0.131460151,0.026839876,0.03,844.7568009,8.617267787,8.374933846,1.781863902,27.89163352,8.667439768,49.02416634,B,310.6041585,winter,clean,-23.24179079,-19.80326607,-16.41162922,-18,normal,normal
0.679435527,0.196157566,0.037964807,0.056442101,0.03,834.593897,11.28273663,9.544167077,1.814259103,22.51023593,8.931168839,48.43597459,C,398.9027806,winter,clean,-25.67196432,-22.19056937,-18.79924424,-18,normal,normal
0.683254295,0.159700043,0.046957695,0.080087967,0.03,835.2657789,10.35900908,8.634677166,2.137360125,25.06176157,8.146215321,50.30327162,B,482.8545961,deep_winter,recent_change,-26.114568,-23.92200273,-20.56133363,-23,caution,caution
0.807792919,0.029962175,0.047507948,0.084736957,0.03,834.8002482,10.8406219,7.930507374,1.515257144,20.40991117,8.039999894,50.01543572,C,153.8690501,winter,recent_change,-21.36563158,-19.07545004,-13.95314172,-18,caution,caution
0.810561566,0.000213134,0.128288706,0.030936594,0.03,839.5000832,10.05326207,8.680787518,1.332902317,24.01023768,7.979337432,49.44912646,A,106.7507237,deep_winter,clean,-18.5254344,-16.01178072,-11.79266145,-23,risk,risk
0.826102262,0.057415326,0.020940467,0.065541945,0.03,833.419376,12.78691178,11.186266,3.031925561,23.74763354,8.69229834,51.50906727,C,258.1632201,winter,clean,-21.9014356,-19.43444558,-14.85918041,-18,caution,normal
0.781264027,0.043844055,0.11718795,0.027703967,0.03,839.0212914,10.43846661,8.250324737,2.149418802,21.17213496,9.600022018,48.09804079,A,498.1065478,deep_winter,recent_change,-24.00938117,-21.65254859,-16.90764578,-23,caution,caution
0.569660666,0.241696016,0.087024248,0.07161907,0.03,838.0746002,11.11487027,7.443890432,1.8372144,25.81491752,7.32831089,47.74344442,B,353.3940181,deep_winter,clean,-28.11008279,-25.64751644,-22.76687245,-23,normal,normal
0.568066164,0.228716442,0.114205419,0.059011975,0.03,841.4973156,10.3486109,8.804530198,2.244294456,25.68864742,6.394523025,48.48222209,C,193.8315187,winter,clean,-18.87110078,-16.67860747,-10.87804992,-18,caution,risk
0.713614693,0.111037712,0.105799951,0.039547645,0.03,840.9892349,10.38446408,9.398350569,1.415514813,25.68358919,6.959008607,49.65819925,A,148.7371794,winter,mixed,-14.52267116,-11.34928693,-8.48818191,-18,risk,risk
0.751485957,0.135064771,0.016101801,0.067347471,0.03,833.3068577,11.51149467,9.488649622,2.321749794,20.65599381,6.164939448,49.06567501,none,0.0,deep_winter,recent_change,-3.125042874,1.67180466,2.395707496,-23,risk,risk
0.526623668,0.170755391,0.173522312,0.099098629,0.03,842.649509,10.60503173,8.209830495,2.051552868,25.66506877,9.986066448,48.89621795,C,493.2574667,deep_winter,clean,-22.55938518,-20.18474048,-17.05622834,-23,risk,risk
0.553544866,0.265954135,0.090875452,0.059625547,0.03,838.0058625,9.237323124,9.058094941,1.990929729,23.77039595,8.84203867,49.1038971,A,79.23723453,winter,clean,-10.13730717,-7.43321945,-4.433679864,-18,risk,risk
0.778283052,0.01526573,0.11798439,0.058466828,0.03,836.5639093,10.20079232,8.599356242,1.647315222,25.09334047,9.164608454,49.90075522,B,485.6426004,deep_winter,clean,-31.03339709,-27.43098324,-22.91027874,-23,normal,normal
0.791037388,0.118962301,0.056551194,0.003449117,0.03,839.4992638,9.51977178,8.731165308,2.445284279,25.74634364,9.744768242,52.53167515,B,482.0100041,deep_winter,clean,-25.53497332,-20.89939287,-20.00511732,-23,caution,caution
0.717407287,0.130028989,0.046603604,0.07596012,0.03,835.5187022,12.86672745,9.634920961,1.693890208,24.48459045,7.134252677,51.27062474,C,420.9106293,deep_winter,recent_change,-27.22510026,-25.1799922,-18.43588395,-23,caution,caution
0.686608814,0.238649987,0.003778696,0.040962503,0.03,837.3732907,10.49628937,9.809939194,2.337288975,25.29458348,9.035544906,49.4556189,A,113.817941,winter,recent_change,-11.99717127,-7.335781479,-5.07336545,-18,risk,risk
0.50315442,0.252016027,0.151352289,0.063477264,0.03,842.8655147,9.450153554,10.05181584,2.107687373,29.29424811,9.084015515,46.61387975,A,320.7303342,winter,recent_change,-12.9643031,-9.388039005,-4.986869972,-18,risk,risk
0.598740624,0.138957631,0.194317638,0.037984107,0.03,845.1128273,9.773509083,7.518569169,1.857788701,25.71080275,9.510825008,46.16448625,B,441.365506,deep_winter,recent_change,-20.89601144,-18.26757471,-15.46127373,-23,risk,risk
0.764931373,0.070328738,0.108035998,0.026703891,0.03,837.7118048,10.45814718,8.544681067,2.100879356,24.27175345,8.813419499,49.01641382,A,345.704052,winter,recent_change,-21.51915826,-17.15305562,-13.47313147,-18,caution,caution
0.674618313,0.017062286,0.19745567,0.08086373,0.03,843.3473555,9.978647075,7.657994615,1.724192922,23.77909638,6.855481473,47.49272377,A,443.2765283,deep_winter,mixed,-20.28441571,-17.25602733,-13.10783618,-23,risk,caution
0.490710127,0.229352799,0.171512498,0.078424575,0.03,847.0088869,10.01195594,9.019163349,2.015096593,27.79103673,9.472318122,47.54422268,B,268.1577668,winter,clean,-19.30482857,-15.60663562,-14.14455384,-18,caution,caution
0.711748418,0.023482649,0.15994369,0.074825243,0.03,837.659756,9.683192505,8.256178801,1.72314925,23.87260087,6.155065862,48.93313998,C,441.089074,deep_winter,clean,-24.43290175,-19.60531,-17.3760696,-23,caution,caution
0.668797363,0.055288655,0.199730651,0.046183331,0.03,842.828049,9.363517014,7.907108198,2.362937328,25.81478798,6.992613152,48.32165314,A,185.4501673,winter,mixed,-13.25230428,-10.72709345,-4.478122593,-18,risk,risk
0.704014296,0.174930747,0.019474282,0.071580675,0.03,835.1889541,11.67814812,8.94014857,1.973334991,23.01600946,8.459480114,50.77777057,A,363.0013626,deep_winter,clean,-22.38443624,-19.24481406,-16.39378149,-23,risk,risk
0.601338625,0.183979078,0.106852252,0.077830044,0.03,840.9575793,11.69318043,9.042869127,1.711989004,23.74368347,5.003957143,48.65933443,C,154.0791664,deep_winter,recent_change,-18.08965958,-13.85095882,-11.02559387,-23,risk,risk
0.447241979,0.254463052,0.191782235,0.076512734,0.03,846.9513021,9.51101107,9.045021091,2.187095158,27.57864718,6.688670015,47.54585107,A,331.954384,winter,recent_change,-12.62964763,-7.790931076,-5.037506964,-18,risk,risk
0.510246847,0.179664515,0.182489327,0.097599311,0.03,842.5300472,9.988751746,7.940305586,1.617588957,27.95927795,7.594924642,48.02922294,B,371.2250651,deep_winter,recent_change,-22.70876989,-17.89577629,-14.06296926,-23,risk,risk
0.512965037,0.180391454,0.186782239,0.08986127,0.03,843.7095153,8.770338495,7.377887261,1.954284596,29.78349072,6.073007439,45.90639616,B,442.6670632,deep_winter,mixed,-20.82680459,-16.12104639,-13.43579475,-23,risk,risk
0.559731351,0.246539563,0.072408171,0.091320914,0.03,839.8591709,9.893819067,10.88251732,2.071161758,25.54338455,7.133815265,49.13625073,A,133.9655532,winter,clean,-14.23365308,-9.961389334,-7.595529042,-18,risk,risk
0.532051293,0.275349208,0.113877419,0.048722081,0.03,842.0034338,7.931692346,8.278894106,2.216883714,26.94794159,5.367224899,49.33916915,A,95.10633278,winter,clean,-13.17362954,-8.34312121,-8.07196812,-18,risk,risk
0.529062142,0.241564137,0.195475306,0.003898415,0.03,850.5893743,9.382228966,10.2389963,2.298179057,29.03383203,9.990758895,48.18082332,none,0.0,winter,clean,0.32416618,3.501418039,5.793483996,-18,risk,risk
0.670664765,0.173958623,0.090509433,0.034867179,0.03,842.1905774,9.918229161,9.071924051,3.276302928,24.95065993,6.447424767,49.28647836,C,396.8263385,deep_winter,mixed,-21.32134433,-17.33577766,-12.40737643,-23,risk,risk
0.562525727,0.232482435,0.124735384,0.050256453,0.03,843.8051347,9.537607405,9.46294445,2.497605457,24.67985895,5.78262823,47.25291747,C,89.99609215,winter,clean,-11.66664392,-7.977390542,-5.448835232,-18,risk,risk
0.648815766,0.228303885,0.08362355,0.009256799,0.03,842.7702931,9.797223729,8.755992319,1.964609867,24.95463677,6.31660229,49.86937178,C,284.0658083,deep_winter,mixed,-18.66737024,-14.89665887,-11.50730503,-23,risk,risk
